Name,Mammals,Birds,Reptiles*,Amphibians,Fishes*,Molluscs*,Other Inverts*,Plants*,Fungi*,Chromists*,Total
Malaysia,81,70,59,41,188,50,338,"1,543",9,0,"2,379"
