Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Heavily indebted poor countries (HIPC),35.20346253,35.02979883,34.85613512,33.64632461,33.47928129,33.31223798,33.14519466,32.97815135,32.81110803,32.64406472,32.4770214,32.32782436,32.17862733,32.02943029,31.60995912,31.4619458,31.31402811,31.16601343,31.01814924,30.87016038,30.72102303,30.54835226,28.46793452,28.30341363,28.13890524,27.97425098,27.79660087,27.62412108,27.4527876,27.27873252,27.10779264,26.93475678,26.76308008,,,
Croatia,,,33.21409408,33.27669469,33.3392953,33.4018959,33.42265095,33.48517328,33.58969773,33.65229834,33.71369295,33.77629131,33.83888968,33.86998785,33.93252805,33.99506826,34.05760846,34.12014867,34.18268887,34.24522908,34.30776928,34.31491673,34.32206418,34.32921164,34.33635909,34.34350654,34.38139161,34.51519548,34.55989565,34.60456722,34.65171551,34.69639028,34.74106505,34.78573981,,
Haiti,13.89404935,13.88581277,13.8775762,13.86933962,13.86110305,13.85286647,13.8446299,13.83639332,13.82815675,13.81992017,13.8116836,13.80344702,13.79521045,13.78697388,13.7787373,13.77050073,13.76226415,13.75402758,13.745791,13.73755443,13.72931785,13.61661829,13.50391872,13.39121916,13.27851959,13.16582003,13.05297533,12.94013062,12.82728592,12.71444122,12.60159652,12.48875181,12.37590711,12.26306241,,
Hungary,20.18359853,20.30295983,20.42232113,20.5439684,20.66334298,20.78271756,20.90209214,21.03551225,21.15496659,21.27442094,21.43684445,21.57656773,21.71629101,21.85601428,21.99573756,22.13793103,22.2776699,22.41740877,22.55714764,22.46623219,22.60455098,22.63642991,22.66830885,22.70018778,22.55023011,22.58185404,22.55895244,22.5429542,22.5281613,22.51227263,22.49627438,22.48034955,22.46437541,22.44843414,,
IBRD only,,,34.96083205,34.89357362,34.82684933,34.75921851,34.69027777,34.62082916,34.56444031,34.49197038,34.40124445,34.36350098,34.32616503,34.28465451,34.24640914,34.2068642,34.16775423,34.13056569,34.0934066,34.05712144,34.01948021,33.99417371,33.96885978,33.94384442,33.91843419,33.89311608,33.88705182,33.8494193,33.83326364,33.81495556,33.79964644,33.77459967,33.75809591,,,
IDA & IBRD total,,,34.46892731,34.19243999,34.1085298,34.02140791,33.93331418,33.84484426,33.76603775,33.67532856,33.56720252,33.50611432,33.44530696,33.38150042,33.26771422,33.20538641,33.14439074,33.08374196,33.02329319,32.96339011,32.90228804,32.84323285,32.2110722,32.15206159,32.09314327,32.03252962,31.98751538,31.92032721,31.86896264,31.81494226,31.76346762,31.70493663,31.65202668,,,
IDA total,34.16780046,34.01026819,32.85484822,32.0038383,31.86574915,31.71786887,31.5699886,31.42210832,31.27422803,31.12634775,30.96353229,30.82959466,30.69558317,30.56187406,30.23192012,30.09879512,29.96543068,29.83196673,29.69916455,29.5660149,29.43211027,29.26826249,27.29090449,27.13675852,26.98378712,26.82520706,26.67112226,26.52166932,26.37174468,26.21778882,26.06535652,25.91189055,25.75755106,,,
IDA blend,36.46787268,36.32317325,33.56823902,33.44456386,33.32088869,33.19721353,33.07353839,32.94986322,32.82618804,32.70251288,32.50857158,32.41595667,32.32298339,32.23023382,32.13741735,32.04446913,31.95148815,31.8576422,31.76478055,31.67195057,31.57931962,31.48864609,31.39749515,31.30635669,31.21514769,31.09339931,31.00404256,30.92287129,30.8352538,30.7418601,30.64767134,30.55405951,30.46047265,,,
Indonesia,65.43771425,64.48467352,63.53163278,62.57859205,61.62555132,60.67251058,59.71946985,58.76642912,57.81338839,56.86034765,53.94352867,53.85720198,53.77087529,53.6845486,53.59822191,53.51189522,53.42556853,53.33924184,53.25291515,53.16658846,53.08026177,52.58691923,52.09357668,51.60023414,51.10689159,50.61354905,50.74345453,50.03933382,49.71681778,49.39429641,49.07178037,48.36194487,48.04199007,47.72203369,,
IDA only,33.53865663,33.37764828,32.6453819,31.60705406,31.46483882,31.31028971,31.1557406,31.00119149,30.84664238,30.69209327,30.53694171,30.39159956,30.24625741,30.10123763,29.7101286,29.56600179,29.42158377,29.27725925,29.13351395,28.98932642,28.84414676,28.66028285,26.30431608,26.13502982,25.96715938,25.79868469,25.62902082,25.46314147,25.29822806,25.12971383,24.963248,24.79538578,24.62652067,,,
Isle of Man,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,6.070175439,,
India,21.50484833,21.627713,21.75057766,21.87344233,21.996307,22.11917166,22.24203633,22.364901,22.48776567,22.61063033,22.733495,22.7975676,22.86164019,22.92571279,22.98978538,23.05385798,23.11793057,23.18200317,23.24607576,23.31014836,23.37422095,23.46382169,23.55342242,23.64302315,23.73262388,23.82222461,23.91169081,24.00149335,24.09095954,24.18076208,24.27022827,24.35969447,24.449497,24.53903047,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,6.701117724,6.946029903,7.190942082,7.43585426,7.680766439,7.925678618,8.170590797,8.415502976,8.660415155,8.905327333,9.150239512,9.280911598,9.411583684,9.54225577,9.672927856,9.803599942,9.934272028,10.06494411,10.1956162,10.32628829,10.45696037,10.55651038,10.65606039,10.75561039,10.8551604,10.95471041,11.06619248,11.17752939,11.23559297,11.29365655,11.35172013,11.40978371,11.46784729,11.52591087,,
"Iran, Islamic Rep.",5.572374076,5.587698617,5.603023159,5.6183477,5.633672241,5.648996783,5.664321324,5.679645866,5.694970407,5.710294948,5.72561949,5.809506619,5.893393747,5.977280876,6.061168005,6.145055134,6.228942263,6.312829392,6.396716521,6.480603649,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.564490778,6.570642698,6.601540832,6.611402157,6.621263482,6.626810478,6.635439137,6.641602465,6.649236117,,
Iraq,1.838260512,1.841461463,1.844662414,1.847863365,1.851064316,1.854265267,1.857466219,1.86066717,1.863868121,1.867069072,1.870270023,1.871870499,1.873470974,1.87507145,1.876671925,1.878272401,1.879872877,1.881473352,1.883073828,1.897909376,1.89952109,1.89952109,1.89952109,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900361184,1.900352429,1.900352429,1.900352429,1.900352429,1.900352429,,
Iceland,0.170274314,0.183002494,0.195730673,0.208458853,0.221187032,0.233915212,0.246643392,0.259371571,0.272099751,0.28482793,0.29755611,0.312359102,0.327162095,0.341965087,0.35676808,0.371571072,0.386374065,0.401177057,0.41598005,0.430783042,0.445586035,0.452548628,0.459511222,0.466473815,0.473436409,0.480399002,0.485386534,0.492568579,0.496280869,0.502727363,0.509273034,0.515719528,0.522265199,0.528744421,,
Israel,6.099815157,6.196857671,6.293900185,6.390942699,6.487985213,6.585027726,6.68207024,6.779112754,6.876155268,6.973197782,7.070240296,7.074861368,7.07948244,7.084103512,7.088724584,7.093345656,7.097966728,7.1025878,7.107208872,7.111829945,7.116451017,7.218114603,7.319778189,7.421441774,7.52310536,7.624768946,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924,6.469500924,,
Italy,25.80582095,26.07085784,26.33589473,26.60093162,26.86596852,27.13100541,27.3960423,27.66107919,27.92611608,28.19115297,28.30145612,28.52423255,28.74700897,28.9697854,29.19256183,29.41533826,29.63811469,29.86089112,30.08366755,30.30644398,30.52922041,30.71117754,30.89313468,31.07509181,31.25704895,31.43900608,31.62096998,31.80293388,31.98489777,32.16697045,32.34893496,32.53089947,32.71253212,32.89449479,,
Jamaica,48.13296399,48.13037858,48.12779317,48.12520776,48.12262235,48.12003693,48.11745152,48.11486611,48.1122807,48.10969529,48.10710988,48.45290859,48.79870729,49.144506,49.49030471,49.83610342,50.18190212,50.52770083,50.87349954,51.21929825,51.56509695,51.91615882,52.26722068,52.61828255,52.96934441,53.32040628,53.67867036,54.0378578,54.39704524,54.75530933,55.11449677,55.47306556,55.83204986,56.19075716,,
Jordan,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.098047165,1.098047165,1.098047165,1.098047165,1.098047165,,
Japan,68.43115743,68.41086122,68.390565,68.37026879,68.34997257,68.32967636,68.32812071,68.30781893,68.28751715,68.26721536,68.24691358,68.27160494,68.2962963,68.32098765,68.34567901,68.37037037,68.39506173,68.41975309,68.44444444,68.4691358,68.49382716,68.48175583,68.4696845,68.45761317,68.44554184,68.43347051,68.42249657,68.40877915,68.40877915,68.40877915,68.40877915,68.40877915,68.40877915,68.39578114,,
Kazakhstan,,,1.170937882,1.17074086,1.170543838,1.170346816,1.170149794,1.169952773,1.169755751,1.169558729,1.169361707,1.166593029,1.163824314,1.161055636,1.158286958,1.15551828,1.152749565,1.149980887,1.147212209,1.144443494,1.141674816,1.158437938,1.175201022,1.191964107,1.208727229,1.225490314,1.236326258,1.247160796,1.257992073,1.268822462,1.279653295,1.290483832,1.301314553,1.312145164,,
Kenya,6.779597287,6.797633271,6.815669255,6.833705239,6.851741224,6.869777208,6.887813192,6.905849176,6.92388516,6.941921144,6.959957128,6.89936571,6.838774291,6.778182872,6.717591454,6.657000035,6.596408617,6.535817198,6.475225779,6.414634361,6.354042942,6.321035246,6.28802755,6.255019855,6.222012159,6.167806624,6.19833694,6.228659542,6.258776541,6.237629449,6.216624779,6.216624779,6.216624779,6.216624779,,
Kyrgyz Republic,,,5.971418144,5.994607925,6.017797185,6.040986966,6.064176225,6.087365485,6.110555266,6.133745047,6.156934307,6.182367049,6.207799791,6.233232534,6.258665276,6.284098019,6.309530761,6.334963504,6.360396246,6.385828989,6.411261731,6.434337852,6.457413973,6.480490094,6.503566215,6.526642336,6.549739312,6.572806048,6.667883212,6.762982273,6.858081335,6.953180396,7.048279458,7.143378519,,
Cambodia,62.34302062,62.21624179,62.08946295,61.96268412,61.83590528,61.70912644,61.58234761,61.45556877,61.32878994,61.2020111,61.07523227,60.96659302,60.85795377,60.74931453,60.64067528,60.53203603,60.42339678,60.31475753,60.20611829,60.09747904,59.98883979,58.01466123,56.04048266,54.0663041,52.09212554,50.11794697,49.2359506,48.35395423,47.47195785,46.58996148,45.7079651,44.82596873,43.94397235,43.06197598,,
Kiribati,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,1.456790123,,
St. Kitts and Nevis,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,,
"Korea, Rep.",67.91416131,67.83640887,67.75865644,67.680904,67.60315157,67.52539913,67.44764669,67.36989426,67.29214182,67.21438938,67.13663695,66.85032045,66.72383511,66.625,66.51931419,66.40681466,66.29438481,66.17519604,66.03567378,65.89635277,65.70987654,65.61374627,65.43006885,65.24952271,65.1442061,65.03155626,64.87911457,64.78309917,64.67391304,64.51844262,64.41598361,64.31352459,64.21106557,64.10860656,,
Kuwait,0.193602694,0.201459035,0.209315376,0.217171717,0.225028058,0.2328844,0.240740741,0.248597082,0.256453423,0.264309764,0.272166105,0.280022447,0.287878788,0.295735129,0.30359147,0.311447811,0.319304153,0.327160494,0.335016835,0.342873176,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,,
Latin America & Caribbean (excluding high income),54.37118626,54.07756853,53.78395079,53.49033306,53.19671533,52.90309759,52.60947986,52.31586213,52.10502952,51.81094454,51.51685956,51.21039956,50.90681245,50.60030688,50.29380165,49.9872409,49.68079222,49.37428802,49.06781158,48.76133514,48.4548587,48.2898242,48.12651046,47.96913003,47.80575094,47.64162268,47.47540802,47.28123903,47.14888973,47.00513746,46.86642625,46.72415762,46.58761399,,,
Lao PDR,77.30935875,77.12824957,76.94714038,76.7660312,76.58492201,76.40381282,76.22270364,76.04159445,75.86048527,75.67937608,75.4982669,75.28834489,75.07842288,74.86850087,74.65857886,74.44865685,74.23873484,74.02881282,73.81889081,73.6089688,73.39904679,73.24956672,73.10008666,72.95060659,72.80112652,72.65164645,72.50216638,72.35268631,72.20320624,72.05372617,71.9042461,71.75476603,71.60528596,71.45580589,,
Lebanon,13.65591398,13.64105572,13.62619746,13.6113392,13.59648094,13.58162268,13.56676442,13.55190616,13.5370479,13.52218964,13.50733138,13.49921799,13.49110459,13.4829912,13.47487781,13.46676442,13.45865103,13.45053763,13.44242424,13.43431085,13.42619746,13.48445748,13.5427175,13.60097752,13.65923754,13.71749756,13.77614858,13.83479961,13.89345064,13.95210166,14.01075269,14.06940371,14.12805474,14.18670577,,
Liberia,88.5095515,88.19539037,87.88122924,87.56706811,87.25290698,86.93874585,86.62458472,86.31042359,85.99626246,85.68210133,85.3679402,85.05377907,84.73961794,84.42545681,84.11129568,83.79713455,83.48297342,83.16881229,82.85465116,82.54049003,82.2263289,81.91216777,81.59800664,81.28384551,80.96968439,80.65552326,80.34136213,80.027201,79.71303987,79.39887874,79.08471761,78.77055648,78.45639535,78.14223422,,
Libya,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,,
St. Lucia,34.86885246,34.82622951,34.78360656,34.74098361,34.69836066,34.6557377,34.61311475,34.5704918,34.52786885,34.4852459,34.44262295,34.40327869,34.36393443,34.32459016,34.2852459,34.24590164,34.20655738,34.16721311,34.12786885,34.08852459,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,34.04918033,,
Latin America & Caribbean,53.2976444,53.02606608,52.75448775,52.48290943,52.21133111,51.93975279,51.66817447,51.39659615,51.19765019,50.92568604,50.65372189,50.37780802,50.10441853,49.8284659,49.55251354,49.2765123,49.00060966,48.72465813,48.44873105,48.17280396,47.89687688,47.75041984,47.60665939,47.46814082,47.32484478,47.18036577,47.03228463,46.86017473,46.74435299,46.61971053,46.50080541,46.3779013,46.26063581,,,
Least developed countries: UN classification,34.89402308,34.73796881,34.58191454,33.42514027,33.27448721,33.12383416,32.97318111,32.82252805,32.67187499,32.52122194,32.36992916,32.20546808,32.04100701,31.87654593,31.44846354,31.28539554,31.12212355,30.95886301,30.79619845,30.63306552,30.46886581,30.25821446,27.67946719,27.48673552,27.29392009,27.10096989,26.90802385,26.71877888,26.5315127,26.34063665,26.15181497,25.96160413,25.7722597,,,
Low income,27.39872523,27.26937913,27.14003303,26.86761664,26.73916312,26.61070959,26.48225607,26.35380254,26.22534902,26.0968955,25.96844197,25.84552382,25.72260567,25.60012589,25.43145131,25.30865459,25.18586786,25.06308228,24.94032826,24.81760335,24.69336054,24.53362791,21.87430756,21.7316541,21.58897668,21.44619552,21.29559169,21.15097306,21.0093639,20.86242616,20.71847079,20.57250952,20.42552035,,,
Liechtenstein,40.625,40.75,40.875,41,41.125,41.25,41.375,41.5,41.625,41.75,41.875,41.874375,41.87375,41.87375,41.873125,41.8725,41.871875,41.87125,41.87125,41.870625,41.87,41.87125,41.871875,41.873125,41.87375,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,,
Sri Lanka,37.47934939,37.18607878,36.89280816,36.59953755,36.30626694,36.01299633,35.71972572,35.42645511,35.1331845,34.83991389,34.54664328,34.44649976,34.34635624,34.24621273,34.14606921,34.04592569,33.94578217,33.84563865,33.74549514,33.64535162,33.5452081,33.62557806,33.70594801,33.78631797,33.86668793,34.39516585,34.34411,34.29305414,34.25804992,34.20671025,34.15809893,34.10701584,34.05593275,34.00484966,,
Lower middle income,34.10715634,34.00582272,32.75361311,32.65671064,32.57186451,32.47492616,32.37798782,32.28104946,32.1841111,32.08717275,31.99624979,31.88321499,31.7710569,31.6588483,31.54884971,31.43121075,31.31801819,31.20503012,31.09194161,30.97807263,30.86427388,30.74237133,30.62032546,30.49918486,30.37849187,30.24998729,30.14090379,30.01944154,29.89848899,29.777047,29.65650897,29.53535556,29.42362064,,,
Low & middle income,,,30.91536979,30.77892932,30.67240528,30.56297678,30.4535457,30.34410834,30.24648527,30.13716221,30.00216169,29.91700358,29.83246655,29.74462611,29.65221342,29.56592668,29.48474415,29.40043874,29.31602386,29.23264582,29.14785792,29.07235076,28.39684893,28.32292731,28.24819483,28.17155572,28.11279342,28.02502413,27.95976139,27.890765,27.82453847,27.75052918,27.68478519,,,
Lesotho,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,1.137022398,,
Late-demographic dividend,,,39.85446544,39.81796548,39.78279386,39.74598637,39.70685901,39.66675774,39.62497655,39.57941628,39.55935475,39.54233496,39.52441566,39.50050467,39.48255763,39.4621797,39.43104432,39.41478143,39.39861231,39.38179945,39.36475764,39.3842386,39.40368641,39.42257689,39.441806,39.46198323,39.4792885,39.48104067,39.49982013,39.51436718,39.53329435,39.54829536,39.56418813,,,
Lithuania,,,31.26994257,31.38959796,31.50925335,31.62890874,31.74856414,31.86821953,31.98787492,32.10753031,32.22718571,32.46649649,32.70580728,32.94511806,33.18442884,33.42373963,33.66305041,33.9023612,34.14439569,34.38372557,34.62305544,34.67785685,34.73210582,34.78579976,34.85395052,34.90822027,34.96056959,35.05691161,35.0950024,35.13254551,35.14851485,35.18074908,35.20364354,35.23015016,,
Luxembourg,,,,,,,,,,,33.67696527,33.75465146,33.83233766,33.91002385,33.98771004,34.06539624,34.14308243,34.22076863,34.29845482,34.37614102,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,34.45382721,,
Latvia,,,51.20928214,51.31855947,51.42783679,51.53711411,51.64639144,51.75566876,51.86494608,51.97422341,52.08350073,52.29421312,52.50492551,52.71563791,52.9263503,53.13706269,53.34777508,53.55848747,53.76919987,53.97991226,54.19062465,54.25271988,54.31481511,54.37691034,54.43900558,54.50110081,54.56329246,54.62548411,54.68767577,54.74986742,54.80941668,54.87160534,54.93379399,54.99598265,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,,
Morocco,12.29058929,12.29535066,12.30011203,12.3048734,12.30963477,12.31439615,12.31915752,12.32391889,12.32868026,12.33344163,12.338203,12.37585257,12.41350213,12.45115169,12.48880125,12.52645082,12.56410038,12.60174994,12.63939951,12.67704907,12.71469863,12.7192337,12.72376877,12.72830383,12.7328389,12.73737396,12.77120771,12.79764732,12.82005378,12.84358055,12.86688326,12.89033542,12.91368788,12.93710688,,
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moldova,,,10.01521144,10.04855842,10.10928962,10.1700577,10.22775585,10.28857837,10.34943786,10.41033435,10.47445255,10.56599757,10.65754258,10.75235777,10.8406326,10.92885375,11.02037093,11.11188811,11.20340529,11.29492247,11.40030441,11.47275495,11.54169203,11.60705596,11.67944039,11.75182482,11.75486618,11.75129219,11.75297169,11.75275726,11.75322187,11.75129219,11.75486618,11.73701792,,
Madagascar,23.54687554,23.43290573,23.31893593,23.20496612,23.09099632,22.97702652,22.86305671,22.74908691,22.6351171,22.5211473,22.40717749,22.32658287,22.24598824,22.16539361,22.08479898,22.00420435,21.92360973,21.8430151,21.76242047,21.68182584,21.60123121,21.56904408,21.54632474,21.52342042,21.50070127,21.47798212,21.45527673,21.43255414,21.40983156,21.38712616,21.36440358,21.34169251,21.3189737,21.29626006,,
Maldives,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.733333333,2.751677852,,
"Middle East, North Africa, Afghanistan & Pakistan",2.108121602,2.107378899,2.106632865,2.105890164,2.105147462,2.104404768,2.103662067,2.102919365,2.102176663,2.101433962,2.10069126,2.113018287,2.125345314,2.13770276,2.150031662,2.162357165,2.174674052,2.186997737,2.199323123,2.212089183,2.224420152,2.223180536,2.221941272,2.22073625,2.21951838,2.21827821,2.21308923,2.213480183,2.211441008,2.211177929,2.210362986,2.209916356,2.201896625,,,
Mexico,36.31351115,36.19980967,36.08610818,35.9724067,35.85870521,35.74500373,35.63130225,35.51760076,35.40389928,35.29019779,35.17649631,35.10252116,35.028546,34.95457085,34.88059569,34.80662054,34.73264539,34.65867023,34.58469508,34.51071993,34.43674477,34.37373904,34.3107333,34.24772757,34.18472183,34.12171609,34.05599424,33.99026724,33.92474086,33.85889555,33.79305023,33.72720492,33.66187402,33.59591764,,
Marshall Islands,,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,,
Middle income,,,31.58258379,31.4765236,31.3739891,31.26795449,31.16191677,31.05587148,30.96407813,30.85817353,30.72128392,30.64285799,30.56518185,30.48342405,30.40598414,30.32618645,30.25115557,30.17371669,30.09613876,30.01980919,29.94210208,29.88162891,29.82138949,29.7625482,29.70267707,29.64039357,29.60169617,29.52650017,29.47791374,29.42594578,29.37676896,29.31809678,29.27046292,,,
North Macedonia,,,36.22139206,36.40051121,36.57963036,36.75874951,36.93786866,37.11698781,37.29610696,37.47522611,37.65434526,37.66567047,37.67699567,37.68832088,37.69964609,37.71097129,37.7222965,38.0327388,38.04415379,38.07065821,38.08207772,38.35146709,38.62085646,38.89024584,39.15963521,39.42902458,39.71728787,39.71015067,39.71015067,39.71015067,39.71015067,39.71015067,39.71015067,39.71015067,,
Mali,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,10.89666363,,
Malta,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.1875,1.3125,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,,
Myanmar,60.00930318,59.34364079,58.67797839,58.012316,57.34665361,56.68099122,56.01532882,55.34966643,54.68400404,54.01834165,53.35267925,52.82828748,52.30389571,51.77950393,51.26452511,50.74469665,50.21170673,49.68345728,49.17485114,48.65101944,48.12938187,47.68370555,47.25036515,46.81182091,46.36821216,45.92460342,45.50189957,45.06016086,44.61974874,44.17588479,43.73403098,43.29014663,42.84626228,42.40237792,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2.513678476,2.511881256,2.510084037,2.508286817,2.506489597,2.504692388,2.502895168,2.501097948,2.499300729,2.497503509,2.495706289,2.511091829,2.526477369,2.541910884,2.557301795,2.572687656,2.588058091,2.603441274,2.618827028,2.634869739,2.650261963,2.648485204,2.646708444,2.644982144,2.64320535,2.641428294,2.63740711,2.638166726,2.635607553,2.635284734,2.634259675,2.633703909,2.632999117,,,
Montenegro,,,,,,,,,,,,,,,,,55.50929368,57.00371747,58.49814126,59.99256506,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,,
Mongolia,9.274680548,9.26898727,9.263293991,9.257600712,9.251907434,9.246214155,9.240520876,9.234827597,9.229134319,9.22344104,9.217747761,9.212577928,9.207406751,9.159341159,9.155620805,9.150473846,9.12762336,9.122486789,9.117315129,9.112178302,9.108051793,9.107573137,9.106857774,9.106135944,9.105421354,9.104691498,9.103978705,9.103265913,9.102555458,9.101825131,9.099658488,9.09894466,9.09849696,9.091724059,,
Northern Mariana Islands,,72.70652174,72.34782609,71.98913043,71.63043478,71.27173913,70.91304348,70.55434783,70.19565217,69.83695652,69.47826087,69.12173913,68.76521739,68.40869565,68.05217391,67.69565217,67.33913043,66.9826087,66.62608696,66.26956522,65.91304348,65.55217391,65.19130435,64.83043478,64.46956522,64.10869565,52.95652174,52.95652174,52.95652174,52.95652174,52.95652174,52.95652174,52.95652174,52.95652174,,
Mozambique,55.16162669,54.88313538,54.60464407,54.32615275,54.04766144,53.76917012,53.49067881,53.21218749,52.93369618,52.65520486,52.37671355,52.09493375,51.81315395,51.53137414,51.24959434,50.96781454,50.68603474,50.40425494,50.12247514,49.84069534,49.55891554,49.2964114,49.03390727,48.77140314,48.50889901,48.24639487,47.8500089,47.56809685,47.33610723,47.00794781,46.72519647,46.41217312,46.11933111,45.81303492,,
Mauritania,0.461860871,0.456582905,0.451304938,0.446026972,0.440749006,0.435471039,0.430193073,0.424915106,0.41963714,0.414359173,0.409081207,0.403803241,0.398525274,0.393247308,0.387969341,0.382691375,0.377413408,0.372135442,0.366857476,0.361579509,0.356301543,0.351023576,0.34574561,0.340467643,0.335189677,0.32991171,0.324633744,0.319394586,0.314058407,0.308819249,0.30348307,0.298211604,0.292896963,0.287611138,,
Mauritius,20.23152709,20.27389163,20.31625616,20.35862069,20.40098522,20.44334975,20.48571429,20.52807882,20.57044335,20.61280788,20.65517241,20.48078818,20.30640394,20.1320197,19.95763547,19.78325123,19.608867,19.43448276,19.26009852,19.08571429,18.91133005,19.21482223,19.20580871,19.19679519,19.18778167,19.17876815,19.17376064,19.35403105,19.37406109,19.39409114,19.41412118,19.43415123,19.45418127,19.47421132,,
